,,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,OTHER,,,,TOTAL,,,
,,,,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price
Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh
1995,4,FL,Final,"435,783","5,528,373",.,7.88,"295,940","4,623,836",.,6.40,"70,329","1,384,860",.,5.08,.,.,.,.,"27,646","412,024",.,6.71,"829,698","11,949,093",.,6.94
1995,4,GA,Final,"152,368","2,037,021",.,7.48,"150,551","2,022,832",.,7.44,"110,886","2,524,041",.,4.39,.,.,.,.,"8,024","93,474",.,8.58,"421,829","6,677,368",.,6.32
1995,4,HI,Final,"27,148","202,974",.,13.38,"26,268","213,799",.,12.29,"28,486","305,276",.,9.33,.,.,.,.,552,"4,543",.,12.15,"82,455","726,592",.,11.35
1995,4,IA,Final,"61,227","787,285",.,7.78,"39,900","663,924",.,6.01,"46,067","1,242,755",.,3.71,.,.,.,.,"6,015","103,995",.,5.78,"153,209","2,797,959",.,5.48
1995,4,ID,Final,"25,838","488,309",.,5.29,"16,968","379,431",.,4.47,"16,761","617,278",.,2.72,.,.,.,.,"1,112","20,754",.,5.36,"60,679","1,505,772",.,4.03
1995,4,IL,Final,"256,460","2,458,726",.,10.43,"213,856","2,796,463",.,7.65,"167,667","3,394,574",.,4.94,.,.,.,.,"46,481","714,714",.,6.50,"684,464","9,364,477",.,7.31
1995,4,IN,Final,"122,134","1,705,866",.,7.16,"78,160","1,276,875",.,6.12,"132,721","3,384,046",.,3.92,.,.,.,.,"3,989","40,295",.,9.90,"337,004","6,407,082",.,5.26
1995,4,KS,Final,"47,705","595,832",.,8.01,"49,364","746,169",.,6.62,"34,801","724,758",.,4.80,.,.,.,.,"2,802","29,570",.,9.48,"134,672","2,096,329",.,6.42
1995,4,KY,Final,"68,313","1,176,369",.,5.81,"38,705","737,214",.,5.25,"99,107","3,410,722",.,2.91,.,.,.,.,"10,342","217,524",.,4.75,"216,467","5,541,829",.,3.91
1995,4,LA,Final,"98,024","1,390,619",.,7.05,"73,606","1,099,379",.,6.70,"92,229","2,448,577",.,3.77,.,.,.,.,"12,358","185,609",.,6.66,"276,217","5,124,184",.,5.39
1995,4,MA,Final,"134,640","1,210,841",.,11.12,"139,043","1,473,762",.,9.43,"64,878","799,023",.,8.12,.,.,.,.,"6,669","44,057",.,15.14,"345,230","3,527,683",.,9.79
1995,4,MD,Final,"110,072","1,398,778",.,7.87,"96,912","1,623,255",.,5.97,"29,335","774,724",.,3.79,.,.,.,.,"5,390","62,968",.,8.56,"241,709","3,859,725",.,6.26
1995,4,ME,Final,"34,957","282,272",.,12.38,"19,667","209,665",.,9.38,"23,057","389,155",.,5.92,.,.,.,.,"1,681","10,872",.,15.46,"79,362","891,964",.,8.90
1995,4,MI,Final,"157,300","1,955,914",.,8.04,"178,992","2,307,613",.,7.76,"138,054","2,771,819",.,4.98,.,.,.,.,"7,420","64,642",.,11.48,"481,766","7,099,988",.,6.79
1995,4,MN,Final,"78,980","1,136,317",.,6.95,"42,897","717,718",.,5.98,"82,990","1,947,733",.,4.26,.,.,.,.,"3,920","50,044",.,7.83,"208,787","3,851,812",.,5.42
1995,4,MO,Final,"101,128","1,456,489",.,6.94,"88,335","1,567,851",.,5.63,"46,056","1,160,661",.,3.97,.,.,.,.,"4,882","68,629",.,7.11,"240,401","4,253,630",.,5.65
1995,4,MS,Final,"59,035","812,918",.,7.26,"38,552","541,899",.,7.11,"55,422","1,261,612",.,4.39,.,.,.,.,"4,463","49,578",.,9.00,"157,472","2,666,007",.,5.91
1995,4,MT,Final,"16,504","286,204",.,5.77,"10,956","231,360",.,4.74,"15,866","463,595",.,3.42,.,.,.,.,"1,190","20,518",.,5.80,"44,516","1,001,677",.,4.44
1995,4,NC,Final,"203,445","2,470,289",.,8.24,"138,686","2,167,674",.,6.40,"131,354","2,814,934",.,4.67,.,.,.,.,"10,598","143,177",.,7.40,"484,083","7,596,074",.,6.37
1995,4,ND,Final,"16,892","273,378",.,6.18,"10,518","171,290",.,6.14,"6,454","146,955",.,4.39,.,.,.,.,"1,795","39,932",.,4.50,"35,659","631,555",.,5.65
1995,4,NE,Final,"29,641","501,576",.,5.91,"22,774","435,029",.,5.24,"16,072","436,002",.,3.69,.,.,.,.,"5,285","84,637",.,6.24,"73,772","1,457,244",.,5.06
1995,4,NH,Final,"35,316","271,822",.,12.99,"27,411","247,318",.,11.08,"17,578","192,658",.,9.12,.,.,.,.,691,"10,095",.,6.84,"80,996","721,893",.,11.22
1995,4,NJ,Final,"172,561","1,494,864",.,11.54,"219,588","2,188,783",.,10.03,"91,676","1,166,808",.,7.86,.,.,.,.,"7,504","38,071",.,19.71,"491,329","4,888,526",.,10.05
1995,4,NM,Final,"27,701","305,808",.,9.06,"31,342","385,940",.,8.12,"20,328","451,196",.,4.51,.,.,.,.,"7,072","115,062",.,6.15,"86,443","1,258,006",.,6.87
1995,4,NV,Final,"29,794","396,500",.,7.51,"24,086","350,308",.,6.88,"28,513","634,780",.,4.49,.,.,.,.,"2,788","60,403",.,4.62,"85,181","1,441,991",.,5.91
1995,4,NY,Final,"398,129","2,940,648",.,13.54,"439,871","3,925,535",.,11.21,"122,254","2,108,750",.,5.80,.,.,.,.,"84,250","959,550",.,8.78,"1,044,504","9,934,483",.,10.51
1995,4,OH,Final,"247,986","2,824,334",.,8.78,"200,269","2,583,640",.,7.75,"252,891","6,262,757",.,4.04,.,.,.,.,"23,820","372,596",.,6.39,"724,966","12,043,327",.,6.02
1995,4,OK,Final,"62,023","894,754",.,6.93,"40,087","806,073",.,4.97,"33,420","952,787",.,3.51,.,.,.,.,"7,373","174,368",.,4.23,"142,903","2,827,982",.,5.05
1995,4,OR,Final,"74,281","1,407,476",.,5.28,"52,357","1,027,583",.,5.10,"44,727","1,286,638",.,3.48,.,.,.,.,"3,133","56,009",.,5.59,"174,498","3,777,706",.,4.62
1995,4,PA,Final,"296,893","3,129,507",.,9.49,"216,780","2,610,045",.,8.31,"216,964","3,718,313",.,5.84,.,.,.,.,"10,525","82,963",.,12.69,"741,162","9,540,828",.,7.77
1995,4,RI,Final,"22,059","190,103",.,11.60,"19,111","202,717",.,9.43,"9,238","114,715",.,8.05,.,.,.,.,"1,442","13,016",.,11.08,"51,850","520,551",.,9.96
1995,4,SC,Final,"97,167","1,272,613",.,7.64,"63,524","1,024,036",.,6.20,"90,871","2,367,359",.,3.84,.,.,.,.,"3,905","67,016",.,5.83,"255,467","4,731,024",.,5.40
1995,4,SD,Final,"18,008","259,008",.,6.95,"10,270","160,286",.,6.41,"5,706","131,675",.,4.33,.,.,.,.,"1,172","25,053",.,4.68,"35,156","576,022",.,6.10
1995,4,TN,Final,"113,053","1,871,299",.,6.04,"25,732","385,516",.,6.67,"161,723","3,713,358",.,4.36,.,.,.,.,"6,157","76,458",.,8.05,"306,665","6,046,631",.,5.07
1995,4,TX,Final,"438,948","5,433,797",.,8.08,"366,249","5,027,057",.,7.29,"315,755","7,655,890",.,4.12,.,.,.,.,"56,107","840,920",.,6.67,"1,177,059","18,957,664",.,6.21
1995,4,UT,Final,"26,699","384,357",.,6.95,"25,951","440,827",.,5.89,"20,618","552,367",.,3.73,.,.,.,.,"2,849","63,810",.,4.46,"76,117","1,441,361",.,5.28
1995,4,VA,Final,"159,587","1,984,881",.,8.04,"104,835","1,706,305",.,6.14,"64,217","1,530,752",.,4.20,.,.,.,.,"21,832","676,652",.,3.23,"350,471","5,898,590",.,5.94
1995,4,VT,Final,"14,185","156,109",.,9.09,"10,156","121,297",.,8.37,"8,135","114,363",.,7.11,.,.,.,.,496,"3,615",.,13.72,"32,972","395,384",.,8.34
1995,4,WA,Final,"133,264","2,768,048",.,4.81,"78,843","1,689,186",.,4.67,"87,462","2,769,927",.,3.16,.,.,.,.,"9,752","297,811",.,3.27,"309,321","7,524,972",.,4.11
1995,4,WI,Final,"92,670","1,362,738",.,6.80,"67,211","1,095,623",.,6.13,"70,090","1,881,898",.,3.72,.,.,.,.,"4,225","60,636",.,6.97,"234,196","4,400,895",.,5.32
1995,4,WV,Final,"40,282","594,222",.,6.78,"25,242","412,581",.,6.12,"36,660","910,418",.,4.03,.,.,.,.,751,"7,244",.,10.37,"102,935","1,924,465",.,5.35
1995,4,WY,Final,"9,564","160,785",.,5.95,"9,603","184,833",.,5.20,"20,822","590,689",.,3.53,.,.,.,.,655,"9,007",.,7.27,"40,644","945,314",.,4.30
1995,5,AK,Final,"13,904","120,702",.,11.52,"17,040","177,075",.,9.62,"3,700","44,416",.,8.33,.,.,.,.,"1,977","15,169",.,13.03,"36,621","357,362",.,10.25
1995,5,AL,Final,"122,538","1,766,731",.,6.94,"77,290","1,136,685",.,6.80,"123,034","2,857,184",.,4.31,.,.,.,.,"3,861","51,071",.,7.56,"326,723","5,811,671",.,5.62
1995,5,AR,Final,"58,808","725,242",.,8.11,"35,252","504,605",.,6.99,"49,508","1,173,567",.,4.22,.,.,.,.,"3,180","46,874",.,6.78,"146,748","2,450,288",.,5.99
1995,5,AZ,Final,"104,748","1,116,262",.,9.38,"96,170","1,244,838",.,7.73,"51,979","999,142",.,5.20,.,.,.,.,"9,460","189,396",.,4.99,"262,357","3,549,638",.,7.39
1995,5,CA,Final,"560,168","4,811,201",.,11.64,"632,787","6,073,856",.,10.42,"321,252","4,742,606",.,6.77,.,.,.,.,"30,828","454,424",.,6.78,"1,545,035","16,082,087",.,9.61
1995,5,CO,Final,"65,115","875,878",.,7.43,"63,594","1,020,168",.,6.23,"36,288","801,594",.,4.53,.,.,.,.,"5,533","63,535",.,8.71,"170,530","2,761,175",.,6.18
1995,5,CT,Final,"85,203","707,620",.,12.04,"86,166","846,937",.,10.17,"36,417","464,576",.,7.84,.,.,.,.,"4,283","27,998",.,15.30,"212,069","2,047,131",.,10.36
1995,5,DC,Final,"7,215","100,746",.,7.16,"45,910","629,829",.,7.29,922,"21,939",.,4.20,.,.,.,.,"1,721","27,092",.,6.35,"55,768","779,606",.,7.15
1995,5,DE,Final,"17,475","189,466",.,9.22,"14,421","207,274",.,6.96,"13,361","283,271",.,4.72,.,.,.,.,566,"4,836",.,11.70,"45,823","684,847",.,6.69
1995,5,FL,Final,"533,566","6,872,130",.,7.76,"323,495","5,093,594",.,6.35,"74,971","1,467,319",.,5.11,.,.,.,.,"28,622","425,174",.,6.73,"960,654","13,858,217",.,6.93
1995,5,GA,Final,"209,093","2,671,149",.,7.83,"172,194","2,387,158",.,7.21,"123,695","2,780,330",.,4.45,.,.,.,.,"7,982","93,754",.,8.51,"512,964","7,932,391",.,6.47
1995,5,HI,Final,"29,252","216,339",.,13.52,"27,957","225,323",.,12.41,"28,926","306,305",.,9.44,.,.,.,.,609,"4,996",.,12.19,"86,745","752,962",.,11.52
1995,5,IA,Final,"62,799","772,709",.,8.13,"42,256","688,589",.,6.14,"48,656","1,306,589",.,3.72,.,.,.,.,"6,270","128,310",.,4.89,"159,981","2,896,197",.,5.52
1995,5,ID,Final,"23,278","433,741",.,5.37,"19,323","446,955",.,4.32,"17,193","633,258",.,2.72,.,.,.,.,"1,159","21,098",.,5.49,"60,953","1,535,052",.,3.97
1995,5,IL,Final,"246,682","2,337,210",.,10.55,"211,306","2,803,520",.,7.54,"171,500","3,411,183",.,5.03,.,.,.,.,"41,106","650,140",.,6.32,"670,594","9,202,053",.,7.29
1995,5,IN,Final,"115,688","1,560,304",.,7.41,"81,205","1,344,841",.,6.04,"135,660","3,479,997",.,3.90,.,.,.,.,"4,207","41,342",.,10.18,"336,760","6,426,484",.,5.24
1995,5,KS,Final,"52,186","645,702",.,8.08,"51,191","758,923",.,6.75,"37,048","761,811",.,4.86,.,.,.,.,"3,248","29,150",.,11.14,"143,673","2,195,586",.,6.54
1995,5,KY,Final,"76,398","1,273,098",.,6.00,"43,229","824,126",.,5.25,"100,993","3,499,832",.,2.89,.,.,.,.,"11,180","232,304",.,4.81,"231,800","5,829,360",.,3.98
1995,5,LA,Final,"130,536","1,836,123",.,7.11,"82,776","1,244,980",.,6.65,"97,300","2,551,436",.,3.81,.,.,.,.,"14,323","203,916",.,7.02,"324,935","5,836,455",.,5.57
1995,5,MA,Final,"131,424","1,101,960",.,11.93,"141,891","1,514,538",.,9.37,"67,993","834,422",.,8.15,.,.,.,.,"6,921","41,582",.,16.64,"348,229","3,492,502",.,9.97
1995,5,MD,Final,"121,410","1,349,498",.,9.00,"128,430","1,753,719",.,7.32,"30,159","788,893",.,3.82,.,.,.,.,"5,411","60,028",.,9.01,"285,410","3,952,138",.,7.22
1995,5,ME,Final,"33,830","275,399",.,12.28,"19,720","213,613",.,9.23,"24,740","415,177",.,5.96,.,.,.,.,"1,702","11,051",.,15.40,"79,992","915,240",.,8.74
1995,5,MI,Final,"161,591","1,993,551",.,8.11,"200,987","2,517,552",.,7.98,"144,887","2,796,907",.,5.18,.,.,.,.,"7,441","57,564",.,12.93,"514,906","7,365,574",.,6.99
1995,5,MN,Final,"84,022","1,116,118",.,7.53,"47,628","729,111",.,6.53,"96,903","2,179,826",.,4.45,.,.,.,.,"4,270","51,129",.,8.35,"232,823","4,076,184",.,5.71
1995,5,MO,Final,"114,808","1,510,233",.,7.60,"108,880","1,686,260",.,6.46,"54,042","1,180,589",.,4.58,.,.,.,.,"4,923","67,810",.,7.26,"282,653","4,444,892",.,6.36
1995,5,MS,Final,"71,130","952,674",.,7.47,"44,433","623,375",.,7.13,"58,929","1,348,422",.,4.37,.,.,.,.,"4,753","53,111",.,8.95,"179,245","2,977,582",.,6.02
1995,5,MT,Final,"15,260","257,190",.,5.93,"11,659","240,027",.,4.86,"16,955","541,775",.,3.13,.,.,.,.,"1,240","19,805",.,6.26,"45,114","1,058,797",.,4.26
1995,5,NC,Final,"199,764","2,412,874",.,8.28,"143,222","2,245,208",.,6.38,"139,766","3,023,297",.,4.62,.,.,.,.,"10,763","140,513",.,7.66,"493,515","7,821,892",.,6.31
1995,5,ND,Final,"15,127","223,527",.,6.77,"10,643","164,301",.,6.48,"6,245","137,350",.,4.55,.,.,.,.,"1,720","36,707",.,4.69,"33,735","561,885",.,6.00
1995,5,NE,Final,"29,614","475,740",.,6.22,"23,645","433,718",.,5.45,"17,705","481,960",.,3.67,.,.,.,.,"6,643","84,029",.,7.91,"77,607","1,475,447",.,5.26
1995,5,NH,Final,"30,961","239,751",.,12.91,"26,226","241,042",.,10.88,"15,769","170,883",.,9.23,.,.,.,.,"1,590","10,075",.,15.78,"74,546","661,751",.,11.26
1995,5,NJ,Final,"169,377","1,445,559",.,11.72,"229,513","2,244,637",.,10.22,"91,591","1,162,585",.,7.88,.,.,.,.,"7,493","35,949",.,20.84,"497,974","4,888,730",.,10.19
1995,5,NM,Final,"27,213","301,828",.,9.02,"32,103","403,200",.,7.96,"21,493","488,340",.,4.40,.,.,.,.,"8,249","132,455",.,6.23,"89,058","1,325,823",.,6.72
1995,5,NV,Final,"31,786","429,101",.,7.41,"24,373","356,811",.,6.83,"32,087","712,786",.,4.50,.,.,.,.,"3,131","66,974",.,4.67,"91,377","1,565,672",.,5.84
1995,5,NY,Final,"388,654","2,764,766",.,14.06,"449,263","3,876,152",.,11.59,"120,887","2,093,006",.,5.78,.,.,.,.,"81,064","881,211",.,9.20,"1,039,868","9,615,135",.,10.81
1995,5,OH,Final,"251,530","2,779,752",.,9.05,"214,577","2,673,083",.,8.03,"260,122","6,379,411",.,4.08,.,.,.,.,"23,285","367,099",.,6.34,"749,514","12,199,345",.,6.14
1995,5,OK,Final,"71,211","967,172",.,7.36,"44,991","814,433",.,5.52,"35,493","966,850",.,3.67,.,.,.,.,"9,601","174,000",.,5.52,"161,296","2,922,455",.,5.52
1995,5,OR,Final,"66,748","1,241,877",.,5.37,"49,169","948,544",.,5.18,"44,814","1,355,270",.,3.31,.,.,.,.,"3,061","54,475",.,5.62,"163,792","3,600,166",.,4.55
1995,5,PA,Final,"267,533","2,757,942",.,9.70,"220,197","2,612,085",.,8.43,"236,932","4,036,795",.,5.87,.,.,.,.,"12,752","107,364",.,11.88,"737,414","9,514,186",.,7.75
1995,5,RI,Final,"21,176","174,821",.,12.11,"18,296","193,804",.,9.44,"9,243","113,677",.,8.13,.,.,.,.,"1,424","11,744",.,12.13,"50,139","494,046",.,10.15
1995,5,SC,Final,"104,792","1,341,904",.,7.81,"70,632","1,114,646",.,6.34,"97,528","2,533,505",.,3.85,.,.,.,.,"4,209","70,385",.,5.98,"277,161","5,060,440",.,5.48
1995,5,SD,Final,"16,450","224,884",.,7.31,"10,111","149,755",.,6.75,"6,085","134,870",.,4.51,.,.,.,.,"1,196","23,579",.,5.07,"33,842","533,088",.,6.35
1995,5,TN,Final,"113,139","1,863,658",.,6.07,"26,719","391,661",.,6.82,"169,877","3,920,449",.,4.33,.,.,.,.,"6,187","76,060",.,8.13,"315,922","6,251,828",.,5.05
1995,5,TX,Final,"476,676","6,095,527",.,7.82,"375,352","5,402,005",.,6.95,"288,286","7,148,420",.,4.03,.,.,.,.,"61,550","933,692",.,6.59,"1,201,864","19,579,644",.,6.14
1995,5,UT,Final,"24,818","354,839",.,6.99,"25,527","422,591",.,6.04,"20,696","560,474",.,3.69,.,.,.,.,"3,014","65,003",.,4.64,"74,055","1,402,907",.,5.28
1995,5,VA,Final,"168,565","2,003,217",.,8.41,"114,824","1,866,484",.,6.15,"66,211","1,587,282",.,4.17,.,.,.,.,"39,116","737,197",.,5.31,"388,716","6,194,180",.,6.28
1995,5,VT,Final,"13,463","141,944",.,9.48,"10,295","119,956",.,8.58,"7,836","115,388",.,6.79,.,.,.,.,469,"3,412",.,13.75,"32,063","380,700",.,8.42
1995,5,WA,Final,"109,067","2,289,163",.,4.76,"70,409","1,555,116",.,4.53,"83,433","2,888,679",.,2.89,.,.,.,.,"9,737","278,547",.,3.50,"272,646","7,011,505",.,3.89
1995,5,WI,Final,"86,597","1,262,897",.,6.86,"66,244","1,144,850",.,5.79,"74,051","1,952,963",.,3.79,.,.,.,.,"4,024","59,333",.,6.78,"230,916","4,420,043",.,5.22
1995,5,WV,Final,"39,616","578,720",.,6.85,"26,785","446,710",.,6.00,"37,274","927,907",.,4.02,.,.,.,.,752,"6,900",.,10.90,"104,427","1,960,237",.,5.33
1995,5,WY,Final,"8,629","141,944",.,6.08,"8,936","179,087",.,4.99,"20,162","581,722",.,3.47,.,.,.,.,674,"8,870",.,7.60,"38,401","911,623",.,4.21
1995,6,AK,Final,"13,292","114,838",.,11.57,"16,285","168,633",.,9.66,"3,678","43,564",.,8.44,.,.,.,.,"1,664","11,253",.,14.79,"34,919","338,288",.,10.32
1995,6,AL,Final,"158,804","2,307,398",.,6.88,"74,622","1,089,549",.,6.85,"124,314","2,877,670",.,4.32,.,.,.,.,"3,299","43,017",.,7.67,"361,039","6,317,634",.,5.71
1995,6,AR,Final,"82,845","999,055",.,8.29,"44,221","640,803",.,6.90,"58,680","1,233,526",.,4.76,.,.,.,.,"3,559","54,811",.,6.49,"189,305","2,928,195",.,6.46
1995,6,AZ,Final,"137,071","1,419,332",.,9.66,"120,378","1,386,501",.,8.68,"57,799","1,036,346",.,5.58,.,.,.,.,"11,554","219,398",.,5.27,"326,802","4,061,577",.,8.05
1995,6,CA,Final,"607,245","5,175,166",.,11.73,"745,998","6,623,167",.,11.26,"369,714","5,053,016",.,7.32,.,.,.,.,"28,432","413,958",.,6.87,"1,751,389","17,265,307",.,10.14
1995,6,CO,Final,"63,820","853,110",.,7.48,"65,524","1,055,452",.,6.21,"36,067","802,760",.,4.49,.,.,.,.,"5,602","62,485",.,8.97,"171,013","2,773,807",.,6.17
1995,6,CT,Final,"93,591","801,332",.,11.68,"94,566","950,693",.,9.95,"42,029","555,725",.,7.56,.,.,.,.,"4,291","29,018",.,14.79,"234,477","2,336,768",.,10.03
1995,6,DC,Final,"11,805","141,708",.,8.33,"59,798","726,460",.,8.23,"1,126","21,054",.,5.35,.,.,.,.,"1,897","30,329",.,6.25,"74,626","919,551",.,8.12
1995,6,DE,Final,"21,424","213,964",.,10.01,"18,483","240,531",.,7.68,"14,741","305,146",.,4.83,.,.,.,.,587,"5,380",.,10.91,"55,235","765,021",.,7.22
1995,6,FL,Final,"654,403","8,482,495",.,7.71,"345,539","5,545,859",.,6.23,"72,816","1,417,854",.,5.14,.,.,.,.,"31,458","485,492",.,6.48,"1,104,216","15,931,700",.,6.93
1995,6,GA,Final,"286,214","3,355,775",.,8.53,"179,305","2,494,480",.,7.19,"125,858","2,693,695",.,4.67,.,.,.,.,"8,540","98,300",.,8.69,"599,917","8,642,250",.,6.94
1995,6,HI,Final,"28,254","209,430",.,13.49,"28,050","228,950",.,12.25,"30,344","324,717",.,9.34,.,.,.,.,579,"4,704",.,12.31,"87,228","767,800",.,11.36
1995,6,IA,Final,"81,899","932,061",.,8.79,"56,219","830,550",.,6.77,"58,496","1,313,695",.,4.45,.,.,.,.,"6,429","130,000",.,4.95,"203,043","3,206,306",.,6.33
1995,6,ID,Final,"21,569","397,489",.,5.43,"24,066","538,674",.,4.47,"17,954","595,971",.,3.01,.,.,.,.,"1,150","23,184",.,4.96,"64,739","1,555,318",.,4.16
1995,6,IL,Final,"302,903","2,683,648",.,11.29,"256,927","3,062,746",.,8.39,"195,312","3,555,476",.,5.49,.,.,.,.,"48,634","667,441",.,7.29,"803,776","9,969,311",.,8.06
1995,6,IN,Final,"141,422","1,948,539",.,7.26,"96,329","1,629,495",.,5.91,"142,943","3,618,461",.,3.95,.,.,.,.,"4,614","45,973",.,10.04,"385,308","7,242,468",.,5.32
1995,6,KS,Final,"70,347","865,084",.,8.13,"61,398","918,466",.,6.68,"39,811","830,364",.,4.79,.,.,.,.,"2,411","28,030",.,8.60,"173,967","2,641,944",.,6.58
1995,6,KY,Final,"104,584","1,735,416",.,6.03,"51,173","953,590",.,5.37,"101,532","3,463,932",.,2.93,.,.,.,.,"12,798","262,584",.,4.87,"270,087","6,415,522",.,4.21
1995,6,LA,Final,"179,986","2,497,228",.,7.21,"97,309","1,474,902",.,6.60,"101,186","2,651,441",.,3.82,.,.,.,.,"15,508","223,375",.,6.94,"393,989","6,846,946",.,5.75
1995,6,MA,Final,"136,584","1,188,709",.,11.49,"184,920","1,647,695",.,11.22,"82,223","893,704",.,9.20,.,.,.,.,"6,887","39,453",.,17.46,"410,614","3,769,561",.,10.89
1995,6,MD,Final,"166,580","1,671,181",.,9.97,"167,967","1,940,344",.,8.66,"42,520","842,899",.,5.04,.,.,.,.,"5,967","54,605",.,10.93,"383,034","4,509,029",.,8.49
1995,6,ME,Final,"33,006","269,595",.,12.24,"20,959","224,248",.,9.35,"24,731","414,367",.,5.97,.,.,.,.,"1,758","11,571",.,15.19,"80,454","919,781",.,8.75
1995,6,MI,Final,"187,981","2,238,014",.,8.40,"223,475","2,848,717",.,7.84,"151,958","3,054,695",.,4.97,.,.,.,.,"7,607","56,818",.,13.39,"571,021","8,198,244",.,6.97
1995,6,MN,Final,"110,393","1,416,278",.,7.79,"60,974","871,360",.,7.00,"110,759","2,300,832",.,4.81,.,.,.,.,"4,678","56,520",.,8.28,"286,804","4,644,990",.,6.17
1995,6,MO,Final,"172,824","1,963,773",.,8.80,"138,801","1,900,787",.,7.30,"69,942","1,256,075",.,5.57,.,.,.,.,"5,293","72,026",.,7.35,"386,859","5,192,661",.,7.45
1995,6,MS,Final,"94,104","1,313,717",.,7.16,"47,532","687,629",.,6.91,"58,487","1,327,023",.,4.41,.,.,.,.,"5,073","58,906",.,8.61,"205,196","3,387,275",.,6.06
1995,6,MT,Final,"15,278","252,958",.,6.04,"12,466","254,526",.,4.90,"17,298","564,537",.,3.06,.,.,.,.,"1,203","19,859",.,6.06,"46,245","1,091,880",.,4.24
1995,6,NC,Final,"241,526","2,966,630",.,8.14,"164,868","2,567,122",.,6.42,"147,217","2,965,078",.,4.97,.,.,.,.,"11,689","159,942",.,7.31,"565,300","8,658,772",.,6.53
1995,6,ND,Final,"13,520","222,197",.,6.08,"11,831","180,464",.,6.56,"6,930","146,290",.,4.74,.,.,.,.,"1,786","39,511",.,4.52,"34,067","588,462",.,5.79
1995,6,NE,Final,"42,789","551,566",.,7.76,"33,200","527,124",.,6.30,"21,949","538,542",.,4.08,.,.,.,.,"6,068","87,441",.,6.94,"104,006","1,704,673",.,6.10
1995,6,NH,Final,"34,759","247,945",.,14.02,"33,016","281,348",.,11.73,"18,863","188,712",.,10.00,.,.,.,.,"1,545","11,365",.,13.59,"88,183","729,370",.,12.09
1995,6,NJ,Final,"222,042","1,779,193",.,12.48,"272,170","2,540,560",.,10.71,"108,969","1,214,266",.,8.97,.,.,.,.,"7,566","33,644",.,22.49,"610,747","5,567,663",.,10.97
1995,6,NM,Final,"30,205","342,256",.,8.83,"35,988","462,522",.,7.78,"23,050","521,775",.,4.42,.,.,.,.,"8,729","151,733",.,5.75,"97,972","1,478,286",.,6.63
1995,6,NV,Final,"40,451","582,340",.,6.95,"29,530","417,810",.,7.07,"42,601","711,140",.,5.99,.,.,.,.,"3,853","70,329",.,5.48,"116,435","1,781,619",.,6.54
1995,6,NY,Final,"433,282","2,960,808",.,14.63,"567,148","4,437,392",.,12.78,"122,317","2,072,226",.,5.90,.,.,.,.,"100,426","1,034,847",.,9.70,"1,223,173","10,505,273",.,11.64
1995,6,OH,Final,"315,070","3,321,064",.,9.49,"242,152","3,131,336",.,7.73,"281,717","6,306,229",.,4.47,.,.,.,.,"24,504","403,194",.,6.08,"863,443","13,161,823",.,6.56
1995,6,OK,Final,"99,282","1,280,712",.,7.75,"69,660","991,879",.,7.02,"45,725","1,022,214",.,4.47,.,.,.,.,"11,587","188,930",.,6.13,"226,254","3,483,735",.,6.49
1995,6,OR,Final,"56,375","1,022,450",.,5.51,"52,866","1,044,013",.,5.06,"45,738","1,375,182",.,3.33,.,.,.,.,"3,074","55,450",.,5.54,"158,053","3,497,095",.,4.52
1995,6,PA,Final,"312,516","3,049,553",.,10.25,"251,340","2,862,706",.,8.78,"248,962","4,173,691",.,5.97,.,.,.,.,"15,362","140,561",.,10.93,"828,180","10,226,511",.,8.10
1995,6,RI,Final,"20,543","180,587",.,11.38,"24,571","218,650",.,11.24,"11,419","116,683",.,9.79,.,.,.,.,"1,619","12,580",.,12.87,"58,152","528,500",.,11.00
1995,6,SC,Final,"135,914","1,776,603",.,7.65,"80,403","1,269,438",.,6.33,"103,318","2,484,779",.,4.16,.,.,.,.,"4,225","72,743",.,5.81,"323,860","5,603,563",.,5.78
1995,6,SD,Final,"18,524","245,176",.,7.56,"11,377","166,707",.,6.82,"6,877","145,888",.,4.71,.,.,.,.,"1,275","25,747",.,4.95,"38,053","583,518",.,6.52
1995,6,TN,Final,"147,603","2,435,710",.,6.06,"31,046","468,894",.,6.62,"183,047","4,058,934",.,4.51,.,.,.,.,"6,240","73,889",.,8.45,"367,936","7,037,427",.,5.23
1995,6,TX,Final,"710,461","8,572,807",.,8.29,"420,529","6,250,369",.,6.73,"328,423","7,865,065",.,4.18,.,.,.,.,"69,323","1,041,897",.,6.65,"1,528,736","23,730,138",.,6.44
1995,6,UT,Final,"25,672","368,046",.,6.98,"28,022","461,282",.,6.07,"21,604","557,278",.,3.88,.,.,.,.,"3,010","66,483",.,4.53,"78,308","1,453,089",.,5.39
